league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
FRA-Ligue 1,2223,Troyes,Ike Ugbo,CAN,"FW,MF",23,1998,25,9,895,9.9,2,1,3,2,0,0,0,0,0.2,0.1,0.3,0.2,0.3
FRA-Ligue 1,2223,Troyes,Jackson Porozo,ECU,DF,21,2000,22,17,1617,18.0,2,0,2,2,0,0,3,0,0.11,0.0,0.11,0.11,0.11
FRA-Ligue 1,2223,Troyes,Jeff Reine-Adélaïde,FRA,MF,24,1998,6,3,233,2.6,0,1,1,0,0,0,0,0,0.0,0.39,0.39,0.0,0.39
FRA-Ligue 1,2223,Troyes,Jordan Dongmo,CMR,MF,21,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Troyes,Kyliane Dong,FRA,"MF,FW",17,2004,6,2,213,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Troyes,Lucien Agoume,FRA,MF,20,2002,15,14,1094,12.2,0,1,1,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08
FRA-Ligue 1,2223,Troyes,Mama Samba Baldé,GNB,"FW,MF",26,1995,34,30,2665,29.6,12,3,15,10,2,2,6,2,0.41,0.1,0.51,0.34,0.44
FRA-Ligue 1,2223,Troyes,Marlos Moreno,COL,"FW,MF",25,1996,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Troyes,Mateusz Lis,POL,GK,25,1997,9,8,751,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Troyes,Mathis Hamdi,FRA,DF,18,2003,2,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Troyes,Papa Ndiaga Yade,MTN,"MF,DF",22,2000,14,6,568,6.3,0,2,2,0,0,0,1,1,0.0,0.32,0.32,0.0,0.32
FRA-Ligue 1,2223,Troyes,Renaud Ripart,FRA,"FW,MF",29,1993,26,15,1320,14.7,4,1,5,4,0,0,4,0,0.27,0.07,0.34,0.27,0.34
FRA-Ligue 1,2223,Troyes,Rominigue Kouamé,MLI,MF,25,1996,32,31,2661,29.6,1,1,2,1,0,0,9,0,0.03,0.03,0.07,0.03,0.07
FRA-Ligue 1,2223,Troyes,Rony Lopes,POR,"MF,FW",26,1995,32,29,2346,26.1,7,5,12,7,0,0,2,0,0.27,0.19,0.46,0.27,0.46
FRA-Ligue 1,2223,Troyes,Rudy Kohon,FRA,DF,18,2004,1,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Troyes,Tanguy Zoukrou,FRA,DF,19,2003,8,5,511,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Troyes,Thierno Balde,FRA,"MF,DF",20,2002,31,25,2153,23.9,0,1,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04
FRA-Ligue 1,2223,Troyes,Tristan Dingomé,CMR,"DF,MF",31,1991,8,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Troyes,Wilson Odobert,FRA,MF,17,2004,32,19,1764,19.6,4,2,6,4,0,0,0,0,0.2,0.1,0.31,0.2,0.31
FRA-Ligue 1,2223,Troyes,Xavier Chavalerin,FRA,MF,31,1991,34,25,2426,27.0,4,2,6,4,0,0,3,0,0.15,0.07,0.22,0.15,0.22
FRA-Ligue 1,2223,Troyes,Yasser Larouci,ALG,"MF,DF",21,2001,30,21,1797,20.0,1,1,2,1,0,0,1,0,0.05,0.05,0.1,0.05,0.1
FRA-Ligue 1,2223,Troyes,Yoann Salmier,GUF,DF,29,1992,32,31,2646,29.4,1,0,1,1,0,0,5,1,0.03,0.0,0.03,0.03,0.03
FRA-Ligue 1,2324,Brest,Achraf Dari,MAR,DF,24,1999,4,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Adrien Lebeau,FRA,MF,24,1999,7,0,54,0.6,0,1,1,0,0,0,0,0,0.0,1.67,1.67,0.0,1.67
FRA-Ligue 1,2324,Brest,Axel Camblan,FRA,FW,19,2003,7,0,90,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Bilal Brahimi,ALG,FW,23,2000,18,1,221,2.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Bradley Locko,FRA,DF,21,2002,33,33,2959,32.9,0,3,3,0,0,0,5,0,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,2324,Brest,Brendan Chardonnet,FRA,DF,28,1994,33,33,2970,33.0,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06
FRA-Ligue 1,2324,Brest,Grégoire Coudert,FRA,GK,24,1999,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Hianga'a Mbock,FRA,MF,23,1999,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Hugo Magnetti,FRA,MF,25,1998,33,30,2340,26.0,2,0,2,2,0,0,6,0,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,2324,Brest,Jonas Martin,FRA,MF,33,1990,31,9,1208,13.4,0,1,1,0,0,0,5,0,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2324,Brest,Jordan Amavi,FRA,DF,29,1994,2,1,91,1.0,1,0,1,1,0,0,1,0,0.99,0.0,0.99,0.99,0.99
FRA-Ligue 1,2324,Brest,Julien Le Cardinal,FRA,DF,25,1997,12,5,473,5.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Jérémy Le Douaron,FRA,"FW,MF",25,1998,33,19,1618,18.0,4,0,4,4,0,0,3,0,0.22,0.0,0.22,0.22,0.22
FRA-Ligue 1,2324,Brest,Kamory Doumbia,MLI,MF,20,2003,25,7,879,9.8,6,5,11,6,0,0,1,0,0.61,0.51,1.13,0.61,1.13
FRA-Ligue 1,2324,Brest,Karamoko Dembélé,ENG,"FW,MF",20,2003,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Kenny Lala,MAD,DF,31,1991,33,33,2970,33.0,2,3,5,2,0,0,7,0,0.06,0.09,0.15,0.06,0.15
FRA-Ligue 1,2324,Brest,Lilian Brassier,FRA,DF,23,1999,30,30,2677,29.7,3,0,3,3,0,0,11,1,0.1,0.0,0.1,0.1,0.1
FRA-Ligue 1,2324,Brest,Luck Zogbé,CIV,DF,18,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Mahdi Camara,FRA,MF,25,1998,32,26,2020,22.4,7,3,10,6,1,1,7,0,0.31,0.13,0.45,0.27,0.4
FRA-Ligue 1,2324,Brest,Marco Bizot,NED,GK,32,1991,32,32,2876,32.0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Martin Satriano,URU,"FW,MF",22,2001,33,21,1864,20.7,4,4,8,4,0,0,4,0,0.19,0.19,0.39,0.19,0.39
FRA-Ligue 1,2324,Brest,Mathias Pereira Lage,POR,"MF,FW",26,1996,30,12,1187,13.2,3,2,5,3,0,0,3,0,0.23,0.15,0.38,0.23,0.38
FRA-Ligue 1,2324,Brest,Pierre Lees-Melou,FRA,MF,30,1993,29,29,2517,28.0,4,0,4,4,0,0,12,1,0.14,0.0,0.14,0.14,0.14
FRA-Ligue 1,2324,Brest,Romain Del Castillo,FRA,"MF,FW",27,1996,33,30,2497,27.7,8,8,16,5,3,3,4,0,0.29,0.29,0.58,0.18,0.47
FRA-Ligue 1,2324,Brest,Steve Mounié,BEN,FW,28,1994,32,20,1769,19.7,6,2,8,6,0,0,2,1,0.31,0.1,0.41,0.31,0.41
FRA-Ligue 1,2324,Clermont Foot,Abdellah Baallal,MAR,MF,18,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Alan Virginius,FRA,"MF,FW",20,2003,14,12,934,10.4,0,2,2,0,0,0,0,0,0.0,0.19,0.19,0.0,0.19
FRA-Ligue 1,2324,Clermont Foot,Alidu Seidu,GHA,DF,23,2000,14,13,1131,12.6,0,1,1,0,0,0,5,1,0.0,0.08,0.08,0.0,0.08
FRA-Ligue 1,2324,Clermont Foot,Andy Pelmard,MAD,DF,23,2000,34,33,2989,33.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Aïman Maurer,MAR,MF,18,2004,5,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Bilal Boutobba,FRA,"MF,FW",24,1998,27,10,926,10.3,1,1,2,1,0,0,1,0,0.1,0.1,0.19,0.1,0.19
FRA-Ligue 1,2324,Clermont Foot,Cheick Konaté,MLI,"MF,DF",19,2004,19,12,1068,11.9,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17
FRA-Ligue 1,2324,Clermont Foot,Chrislain Matsima,FRA,DF,21,2002,14,13,1180,13.1,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,2324,Clermont Foot,Elba Rashani,KVX,"MF,FW",30,1993,24,14,1175,13.1,2,0,2,2,0,0,4,2,0.15,0.0,0.15,0.15,0.15
FRA-Ligue 1,2324,Clermont Foot,Florent Ogier,FRA,DF,34,1989,14,9,943,10.5,1,1,2,1,0,0,1,0,0.1,0.1,0.19,0.1,0.19
FRA-Ligue 1,2324,Clermont Foot,Grejohn Kyei,FRA,FW,27,1995,26,10,1026,11.4,2,1,3,1,1,1,1,0,0.18,0.09,0.26,0.09,0.18
FRA-Ligue 1,2324,Clermont Foot,Habib Keita,MLI,MF,21,2002,27,12,1278,14.2,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2324,Clermont Foot,Ilhan Fakili,FRA,MF,17,2006,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Jim Allevinah,GAB,MF,28,1995,29,22,1861,20.7,2,1,3,2,0,0,1,0,0.1,0.05,0.15,0.1,0.15
FRA-Ligue 1,2324,Clermont Foot,Johan Gastien,FRA,MF,35,1988,28,28,2260,25.1,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Joshua M'Bahia,CIV,DF,18,2005,1,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Jérémie Bela,ANG,MF,30,1993,12,1,203,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Jérémy Jacquet,FRA,DF,18,2005,6,2,253,2.8,0,1,1,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36
FRA-Ligue 1,2324,Clermont Foot,Komnen Andrić,SRB,FW,28,1995,7,1,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Massamba Ndiaye,SEN,GK,21,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Mateusz Wieteska,POL,DF,26,1997,2,2,174,1.9,1,0,1,1,0,0,0,0,0.52,0.0,0.52,0.52,0.52
FRA-Ligue 1,2324,Clermont Foot,Maxime Gonalons,FRA,MF,34,1989,21,17,1296,14.4,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2324,Clermont Foot,Maximiliano Caufriez,BEL,DF,26,1997,20,20,1659,18.4,0,1,1,0,0,0,6,3,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,2324,Clermont Foot,Mehdi Zeffane,ALG,"MF,DF",31,1992,23,15,1231,13.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Mohamed Bouchenna,FRA,FW,17,2006,2,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Mory Diaw,SEN,GK,30,1993,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Muhammed Cham,AUT,"MF,FW",22,2000,33,29,2554,28.4,8,4,12,4,4,5,4,0,0.28,0.14,0.42,0.14,0.28
FRA-Ligue 1,2324,Clermont Foot,Neto Borges,BRA,"MF,DF",26,1996,28,28,2516,28.0,0,1,1,0,0,0,3,1,0.0,0.04,0.04,0.0,0.04
FRA-Ligue 1,2324,Clermont Foot,Shamar Nicholson,JAM,FW,26,1997,26,17,1484,16.5,4,3,7,3,1,2,2,0,0.24,0.18,0.42,0.18,0.36
FRA-Ligue 1,2324,Clermont Foot,Yohann Magnin,FRA,MF,26,1997,31,17,1687,18.7,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2324,Clermont Foot,Yoël Armougom,FRA,"MF,DF",25,1998,5,2,234,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Abdoulaye Touré,GUI,MF,29,1994,30,27,2284,25.4,2,0,2,0,2,2,4,0,0.08,0.0,0.08,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Alois Confais,FRA,"DF,MF",26,1996,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Le Havre,André Ayew,GHA,"FW,MF",33,1989,19,12,1104,12.3,5,0,5,5,0,0,2,1,0.41,0.0,0.41,0.41,0.41
FRA-Ligue 1,2324,Le Havre,Antoine Joujou,FRA,"MF,FW",20,2003,23,6,779,8.7,0,2,2,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23
FRA-Ligue 1,2324,Le Havre,Arouna Sangante,SEN,DF,21,2002,30,30,2687,29.9,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Arthur Desmas,FRA,GK,29,1994,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Christopher Operi,CIV,"DF,MF",26,1997,28,28,2445,27.2,3,4,7,3,0,0,6,0,0.11,0.15,0.26,0.11,0.26
FRA-Ligue 1,2324,Le Havre,Daler Kuzyaev,RUS,MF,30,1993,30,24,2090,23.2,2,2,4,2,0,0,1,0,0.09,0.09,0.17,0.09,0.17
FRA-Ligue 1,2324,Le Havre,Elysée Logbo,FRA,FW,19,2004,10,2,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Emmanuel Sabbi,USA,"MF,FW",25,1997,30,18,1584,17.6,5,1,6,3,2,2,5,0,0.28,0.06,0.34,0.17,0.23
FRA-Ligue 1,2324,Le Havre,Etienne Youte Kinkoue,FRA,DF,21,2002,22,22,1941,21.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Gautier Lloris,FRA,DF,28,1995,31,31,2778,30.9,2,0,2,2,0,0,2,0,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2324,Le Havre,Issa Soumaré,SEN,"FW,MF",22,2000,7,3,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Josué Casimir,HAI,"MF,FW",21,2001,30,25,2016,22.4,0,5,5,0,0,0,6,0,0.0,0.22,0.22,0.0,0.22
FRA-Ligue 1,2324,Le Havre,Loïc Nego,HUN,"MF,DF",32,1991,28,18,1561,17.3,0,3,3,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17
FRA-Ligue 1,2324,Le Havre,Mathieu Gorgelin,FRA,GK,32,1990,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Mohamed Lamine Bayo,GUI,FW,25,1998,22,16,1389,15.4,5,1,6,3,2,2,4,0,0.32,0.06,0.39,0.19,0.26
FRA-Ligue 1,2324,Le Havre,Nabil Alioui,FRA,"MF,FW",24,1999,18,12,1009,11.2,4,1,5,4,0,0,1,0,0.36,0.09,0.45,0.36,0.45
FRA-Ligue 1,2324,Le Havre,Nolan Mbemba,CGO,MF,28,1995,6,0,22,0.2,1,0,1,1,0,0,0,0,4.09,0.0,4.09,4.09,4.09
FRA-Ligue 1,2324,Le Havre,Oualid El Hajjam,MAR,"DF,MF",32,1991,13,4,393,4.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Oussama Targhalline,MAR,MF,21,2002,14,12,1025,11.4,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Rassoul Ndiaye,SEN,MF,21,2001,19,6,526,5.8,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Samuel Grandsir,FRA,MF,26,1996,23,4,606,6.7,1,1,2,1,0,1,4,2,0.15,0.15,0.3,0.15,0.3
FRA-Ligue 1,2324,Le Havre,Simon Ebonog,CMR,MF,18,2004,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Steve Ngoura,FRA,FW,18,2005,12,1,223,2.5,0,1,1,0,0,0,0,0,0.0,0.4,0.4,0.0,0.4
FRA-Ligue 1,2324,Le Havre,Yassine Kechta,MAR,MF,21,2002,32,21,1849,20.5,2,1,3,2,0,0,4,0,0.1,0.05,0.15,0.1,0.15
FRA-Ligue 1,2324,Le Havre,Yoann Salmier,GUF,DF,30,1992,20,18,1568,17.4,1,1,2,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11
FRA-Ligue 1,2324,Lens,Abdukodir Khusanov,UZB,DF,19,2004,11,9,809,9.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lens,Adrien Thomasson,FRA,MF,29,1993,29,13,1193,13.3,1,2,3,1,0,0,2,1,0.08,0.15,0.23,0.08,0.23
FRA-Ligue 1,2324,Lens,Andy Diouf,FRA,MF,20,2003,25,16,1314,14.6,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2324,Lens,Angelo Fulgini,NCL,MF,26,1996,29,16,1376,15.3,1,2,3,1,0,0,1,0,0.07,0.13,0.2,0.07,0.2
FRA-Ligue 1,2324,Lens,Ayanda Sishuba,BEL,MF,18,2005,7,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lens,Brice Samba,FRA,GK,29,1994,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lens,David Costa,POR,MF,22,2001,25,17,1494,16.6,4,2,6,4,0,0,3,0,0.24,0.12,0.36,0.24,0.36
FRA-Ligue 1,2324,Lens,Deiver Machado,COL,MF,29,1993,19,13,1124,12.5,4,0,4,4,0,0,4,0,0.32,0.0,0.32,0.32,0.32
FRA-Ligue 1,2324,Lens,Elye Wahi,CIV,FW,20,2003,27,20,1692,18.8,9,3,12,8,1,1,10,1,0.48,0.16,0.64,0.43,0.59
FRA-Ligue 1,2324,Lens,Facundo Medina,ARG,DF,24,1999,31,30,2714,30.2,1,3,4,1,0,0,11,0,0.03,0.1,0.13,0.03,0.13
FRA-Ligue 1,2324,Lens,Faitout Maouassa,FRA,MF,25,1998,3,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lens,Florian Sotoca,FRA,"MF,FW",32,1990,32,29,2598,28.9,7,6,13,3,4,4,4,1,0.24,0.21,0.45,0.1,0.31
FRA-Ligue 1,2324,Lens,Jean-Louis Leca,FRA,GK,37,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lens,Jhoanner Chávez,ECU,"MF,DF",21,2002,8,6,481,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lens,Jonathan Gradit,FRA,DF,30,1992,26,26,2112,23.5,1,0,1,1,0,0,9,1,0.04,0.0,0.04,0.04,0.04
FRA-Ligue 1,2324,Lens,Julien Le Cardinal,FRA,DF,25,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lens,Kevin Danso,AUT,DF,24,1998,30,30,2655,29.5,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03
FRA-Ligue 1,2324,Lens,Massadio Haïdara,MLI,"DF,MF",30,1992,18,7,741,8.2,0,1,1,0,0,0,1,0,0.0,0.12,0.12,0.0,0.12
FRA-Ligue 1,2324,Lens,Morgan Guilavogui,GUI,FW,25,1998,23,2,566,6.3,2,0,2,2,0,0,1,0,0.32,0.0,0.32,0.32,0.32
FRA-Ligue 1,2324,Lens,Nampalys Mendy,SEN,MF,31,1992,16,13,1052,11.7,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,2324,Lens,Neil El Aynaoui,MAR,MF,22,2001,25,17,1566,17.4,1,2,3,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17
FRA-Ligue 1,2324,Lens,Oscar Cortés,COL,MF,19,2003,4,0,44,0.5,1,1,2,1,0,0,0,0,2.05,2.05,4.09,2.05,4.09
FRA-Ligue 1,2324,Lens,Przemysław Frankowski,POL,MF,28,1995,30,24,2192,24.4,3,2,5,2,1,2,4,0,0.12,0.08,0.21,0.08,0.16
FRA-Ligue 1,2324,Lens,Ruben Aguilar,FRA,"MF,DF",30,1993,25,22,1922,21.4,1,3,4,1,0,0,3,0,0.05,0.14,0.19,0.05,0.19
FRA-Ligue 1,2324,Lens,Salis Abdul Samed,GHA,MF,23,2000,27,17,1519,16.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lens,Stijn Spierings,NED,MF,27,1996,4,1,118,1.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lens,Wesley Saïd,FRA,FW,28,1995,27,11,1020,11.3,7,1,8,7,0,0,1,0,0.62,0.09,0.71,0.62,0.71
FRA-Ligue 1,2324,Lille,Aaron Malouda,FRA,FW,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lille,Adam Ounas,ALG,MF,26,1996,17,3,418,4.6,1,0,1,1,0,0,0,0,0.22,0.0,0.22,0.22,0.22
FRA-Ligue 1,2324,Lille,Alan Virginius,FRA,MF,20,2003,2,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lille,Alexsandro Ribeiro,BRA,DF,23,1999,29,24,2220,24.7,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lille,Andrej Ilic,SRB,FW,23,2000,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lille,Angel Gomes,ENG,MF,22,2000,31,29,2571,28.6,0,8,8,0,0,0,5,0,0.0,0.28,0.28,0.0,0.28
FRA-Ligue 1,2324,Lille,Ayyoub Bouaddi,FRA,MF,15,2007,9,1,131,1.5,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lille,Bafodé Diakité,FRA,DF,22,2001,21,19,1696,18.8,5,2,7,5,0,0,4,0,0.27,0.11,0.37,0.27,0.37
FRA-Ligue 1,2324,Lille,Benjamin André,FRA,MF,32,1990,30,29,2570,28.6,4,0,4,4,0,0,8,0,0.14,0.0,0.14,0.14,0.14
FRA-Ligue 1,2324,Lille,Carlos Baleba,CMR,MF,19,2004,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lille,Edon Zhegrova,KVX,"MF,FW",24,1999,33,25,2288,25.4,6,6,12,6,0,0,3,1,0.24,0.24,0.47,0.24,0.47
FRA-Ligue 1,2324,Lille,Gabriel Gudmundsson,SWE,"MF,DF",24,1999,25,14,1267,14.1,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2324,Lille,Hákon Haraldsson,ISL,"MF,FW",20,2003,26,15,1284,14.3,2,0,2,2,0,0,5,0,0.14,0.0,0.14,0.14,0.14
FRA-Ligue 1,2324,Lille,Ichem Ferrah,FRA,FW,17,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lille,Ignacio Miramon,ARG,MF,20,2003,2,1,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lille,Ismaily,BRA,DF,33,1990,30,28,2465,27.4,1,1,2,1,0,0,1,0,0.04,0.04,0.07,0.04,0.07
FRA-Ligue 1,2324,Lille,Ivan Cavaleiro,POR,"MF,FW",29,1993,17,9,770,8.6,1,1,2,1,0,0,1,0,0.12,0.12,0.23,0.12,0.23
FRA-Ligue 1,2324,Lille,Jonathan David,CAN,FW,23,2000,34,30,2629,29.2,19,4,23,17,2,3,4,0,0.65,0.14,0.79,0.58,0.72
FRA-Ligue 1,2324,Lille,Leny Yoro,FRA,DF,17,2005,32,30,2673,29.7,2,0,2,2,0,0,5,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2324,Lille,Lucas Chevalier,FRA,GK,21,2001,33,33,2969,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lille,Nabil Bentaleb,ALG,MF,28,1994,26,23,1967,21.9,0,3,3,0,0,0,7,0,0.0,0.14,0.14,0.0,0.14
FRA-Ligue 1,2324,Lille,Rémy Cabella,FRA,"MF,FW",33,1990,30,14,1477,16.4,2,2,4,2,0,0,0,0,0.12,0.12,0.24,0.12,0.24
FRA-Ligue 1,2324,Lille,Samuel Umtiti,FRA,DF,29,1993,6,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
